Rut Compañía;Compañía;Tipo;N° Patente;Marca;Modelo;Año;Color;Tipo de Siniestro/Perdida;Estado;Tipo operación;Fecha Operación;Monto Percibido M$
99231000-6;HDI  (EX. MAGALLANES);1;FKFW 85;HYUNDAI;ELANTRA GLS 1.6;2013;GRIS GRAFITO;2;3;1;15-11-2016;2600
99231000-6;HDI  (EX. MAGALLANES);1;FKGK 61;CHEVROLET;SAIL;2013;ROJO;2;3;1;09-11-2016;2500
99231000-6;HDI  (EX. MAGALLANES);7;FKHR 14;PEUGEOT;PARTNER HDI 1.6;2013;BLANCO BANQUISE;2;3;1;14-11-2016;2000
99231000-6;HDI  (EX. MAGALLANES);7;FKPW 26;HYUNDAI;SANTA FE GLS 2.2 AUT;2013;PLATEADO TITANEO;2;3;1;29-11-2016;8400
99231000-6;HDI  (EX. MAGALLANES);1;FKTF 37;KIA MOTORS;MORNING LX 1.0;2013;BLANCO INVIERNO;2;3;1;29-11-2016;1200
99231000-6;HDI  (EX. MAGALLANES);1;FKYX 31;KIA MOTORS;MORNING LX 1.0;2013;PLATEADO PLATA TITAN;2;3;1;15-11-2016;2400
99231000-6;HDI  (EX. MAGALLANES);2;FLDT 32;DFSK;TRUCK CDXL 1,3;2013;BLANCO;2;3;1;20-10-2016;1300
99231000-6;HDI  (EX. MAGALLANES);1;FLGJ 45;PEUGEOT;301 ALLURE HDI 1.6;2014;BLANCO BANQUISE;2;3;1;14-11-2016;4150
99231000-6;HDI  (EX. MAGALLANES);5;FLGO 92;UNITED MOTORS;DSR II 200;2016;NEGRO;2;3;1;08-11-2016;200
99231000-6;HDI  (EX. MAGALLANES);7;FPZB 18;TOYOTA;RAV4 2.5 AUT;2013;PLATEADO SILVER META;2;3;1;07-11-2016;5278
99231000-6;HDI  (EX. MAGALLANES);2;FPZT 79;MITSUBISHI;L200 DAKAR DCAB CRS 4X4 2.5;2013;GRIS GRAFITO MICA;2;3;1;08-11-2016;6700
99231000-6;HDI  (EX. MAGALLANES);1;FSFH 84;KIA MOTORS;MORNING EX 1.2;2013;BLANCO INVIERNO;2;3;1;08-11-2016;3000
99231000-6;HDI  (EX. MAGALLANES);1;FSYX 63;NISSAN;VERSA SENCE 1.6;2013;AZUL;2;3;1;20-10-2016;2200
99231000-6;HDI  (EX. MAGALLANES);1;FTBS 18;KIA MOTORS;RIO 4 UB EX 1.4;2013;BLANCO INVIERNO;2;3;1;15-11-2016;2900
99231000-6;HDI  (EX. MAGALLANES);7;FTFV 45;SUBARU;NEW OUTBACK AWD 3.6R AUT;2013;BLANCO SATIN PERLADO;2;3;1;21-11-2016;6458
99231000-6;HDI  (EX. MAGALLANES);1;FTKV 53;CHEVROLET;AVEO LS 1.4;2013;PLATEADO PLATA METAL;2;3;1;07-11-2016;2829
99231000-6;HDI  (EX. MAGALLANES);1;FTLF 76;HYUNDAI;ACCENT RB GL 1.6 AUT;2013;GRIS GRAFITO;2;3;1;15-11-2016;2400
99231000-6;HDI  (EX. MAGALLANES);2;FVCS 93;RENAULT;NEW KOLEOS EXPRESSION 2.5;2013;BEIGE;2;3;1;20-10-2016;3100
99231000-6;HDI  (EX. MAGALLANES);1;FWKV 65;BMW;114I SPORT 1.6;2013;BLANCO;2;3;1;21-11-2016;5700
99231000-6;HDI  (EX. MAGALLANES);7;FWSR 77;PEUGEOT;3008 ACTIVE HDI 1.6;2013;GRIS ALUMINIUM;2;3;1;22-11-2016;4200
99231000-6;HDI  (EX. MAGALLANES);1;FXCR 14;HONDA;CITY LX 1.5 AUT;2013;GRIS GRAFITO;2;3;1;07-11-2016;4107
99231000-6;HDI  (EX. MAGALLANES);1;FXFB 55;BMW;114I BUSINESS 1.6;2013;NEGRO SOLIDO;2;3;1;08-11-2016;7800
99231000-6;HDI  (EX. MAGALLANES);1;FXFT 15;PEUGEOT;308 ACTIVE E HDI 1.6;2013;BLANCO BANQUISE;2;3;1;22-11-2016;2650
99231000-6;HDI  (EX. MAGALLANES);1;FXVY 67;SUZUKI;SWIFT GL HB 1.4 AUT;2013;BLANCO PERLA;2;3;1;08-11-2016;3450
99231000-6;HDI  (EX. MAGALLANES);1;FYBL 37;CHEVROLET;SAIL II LT 1.4;2013;PLATEADO PLATA;2;3;1;15-11-2016;2400
99231000-6;HDI  (EX. MAGALLANES);4;FYDH 79;MERCEDES BENZ;SPRINTER 515 CDI;2014;ROJO;2;3;1;08-11-2016;7000
99231000-6;HDI  (EX. MAGALLANES);1;FYSZ 34;KIA MOTORS;CERATO SX 1.6;2014;PLATEADO BRILLANTE;2;3;1;21-11-2016;4900
99231000-6;HDI  (EX. MAGALLANES);1;FYTT 25;CHEVROLET;SPARK GT II LT 1.2;2014;NEGRO;2;3;1;08-11-2016;3100
99231000-6;HDI  (EX. MAGALLANES);1;FYXW 92;CHEVROLET;SPARK;2014;VERDE LIMA;2;3;1;20-10-2016;1500
99231000-6;HDI  (EX. MAGALLANES);7;FZHP 24;SUZUKI;GRAN NOMADE GLX SPORT 2.4 4X4;2014;AZUL;2;3;1;01-09-2016;400
99231000-6;HDI  (EX. MAGALLANES);7;FZTD 26;RENAULT;KOLEOS;2014;GRIS;2;3;1;01-09-2016;1300
99231000-6;HDI  (EX. MAGALLANES);1;FZYY 98;CHEVROLET;SPARK LITE;2014;GRIS TITANIO;2;3;1;22-11-2016;2000
99231000-6;HDI  (EX. MAGALLANES);1;GBPR 75;SUZUKI;SX4 GLX SPORT 1.6;2014;GRIS PERLA;2;3;1;08-11-2016;3150
99231000-6;HDI  (EX. MAGALLANES);2;GBRV 63;MAHINDRA;PICK UP;2014;PLATEADO;1;1;1;20-10-2016;1450
99231000-6;HDI  (EX. MAGALLANES);1;GBSY 33;CITROEN;C3 PICASSO 1.6;2014;BLANCO;2;3;1;28-11-2016;2700
99231000-6;HDI  (EX. MAGALLANES);2;GCCV 17;NISSAN;NAVARA DCAB 4X4 2.5;2014;ROJO INTENSO;2;3;1;22-11-2016;3650
99231000-6;HDI  (EX. MAGALLANES);2;GCPT 73;FORD;RANGER XLT DCAB 3.2;2014;GRIS GRAFITO;2;3;1;21-11-2016;8585
99231000-6;HDI  (EX. MAGALLANES);7;GDCP 18;TOYOTA;RAV4 2.5 AUT;2014;NEGRO MICA;2;3;1;03-11-2016;5300
99231000-6;HDI  (EX. MAGALLANES);7;GDKD 85;FORD;EDGE SEL 4WD 3.5 AUT;2014;BLANCO METAL;2;3;1;15-11-2016;6200
99231000-6;HDI  (EX. MAGALLANES);1;GDSP 75;TOYOTA;YARIS SPORT XLI 1.3;2014;GRIS OSCURO METALICO;2;3;1;07-11-2016;4282
99231000-6;HDI  (EX. MAGALLANES);1;GFCT 71;PEUGEOT;208 ALLURE 1.6;2014;AZUL VIRTUAL;2;3;1;07-11-2016;3952
99231000-6;HDI  (EX. MAGALLANES);1;GFZG 32;SUZUKI;CELERIO GLX HB 1.0;2014;ROJO;2;3;1;08-11-2016;1800
99231000-6;HDI  (EX. MAGALLANES);7;GFZS 34;DODGE;DURANGO;2014;NEGRO METALICO;2;3;2;29-11-2016;14229
99231000-6;HDI  (EX. MAGALLANES);1;GGVH 51;KIA MOTORS;RIO 3;2014;GRIS PLATINADO;2;3;1;09-11-2016;3400
99231000-6;HDI  (EX. MAGALLANES);7;GGZZ 63;NISSAN;QASHQAI 1.6;2014;GRIS GRAFITO;2;3;1;08-11-2016;4050
99231000-6;HDI  (EX. MAGALLANES);1;GHBR 37;CHEVROLET;SAIL II LT 1.4;2014;AZUL METALICO;2;3;1;08-11-2016;2500
99231000-6;HDI  (EX. MAGALLANES);7;GHDH 67;CITROEN;BERLINGO B9 HDI 1.6;2014;BLANCO;2;3;1;22-11-2016;2800
99231000-6;HDI  (EX. MAGALLANES);7;GHJB 18;SUZUKI;GRAND VITARA GLX SPORT 4X4 2.4;2014;BLANCO;2;3;1;01-09-2016;800
99231000-6;HDI  (EX. MAGALLANES);2;GHJT 92;TOYOTA;RAV4 2.5;2014;GRIS OSCURO METALICO;2;3;1;20-10-2016;3550
99231000-6;HDI  (EX. MAGALLANES);3;GHLX 74;HINO;XZU 6.5;2014;BLANCO;2;3;1;22-11-2016;4400
99231000-6;HDI  (EX. MAGALLANES);1;GHPX 48;JAC;A137  VVT 1.3;2014;GRIS;2;3;1;08-11-2016;2250
99231000-6;HDI  (EX. MAGALLANES);7;GHYF 24;NISSAN;QASHQAI 2.0 AUT;2014;ROJO;2;3;1;08-11-2016;5900
99231000-6;HDI  (EX. MAGALLANES);7;GJTR 61;DODGE;DURANGO;2014;NEGRO METALICO;2;3;2;23-11-2016;14085
99231000-6;HDI  (EX. MAGALLANES);7;GKCR 10;HYUNDAI;SANTA FE  GLS 2.4;2014;BEIGE;2;3;1;14-11-2016;4200
99231000-6;HDI  (EX. MAGALLANES);1;GKXL 48;CITROEN;C ELYSEE HDI 1.6;2014;GRIS SHARK;2;3;1;08-11-2016;4000
99231000-6;HDI  (EX. MAGALLANES);7;GKZG 61;CITROEN;BERLINGO;2014;BLANCO NEVADO;2;3;1;09-11-2016;900
99231000-6;HDI  (EX. MAGALLANES);7;GLKG 91;CHEVROLET;TRACKER;2014;BLANCO PERLA;2;3;1;16-11-2016;3600
99231000-6;HDI  (EX. MAGALLANES);7;GLRC 87;CHEVROLET;CAPTIVA LT AWD 2.4;2015;BLANCO PERLA;2;3;1;08-11-2016;5000
99231000-6;HDI  (EX. MAGALLANES);1;GLVC 33;SUZUKI;SWIFT GA HB 1.4;2014;ROJO;2;3;1;20-10-2016;3500
99231000-6;HDI  (EX. MAGALLANES);1;GLWJ 61;KIA MOTORS;MORNING EX 1.2;2014;NEGRO GALAXIA;2;3;1;03-11-2016;2300
99231000-6;HDI  (EX. MAGALLANES);1;GPFS 17;HYUNDAI;ACCENT;2014;PLATEADO;2;3;1;01-09-2016;500
99231000-6;HDI  (EX. MAGALLANES);7;GPFV 74;RENAULT;KOLEOS EXPRESSION 2.5;2014;CAFÉ;2;3;1;01-09-2016;1300
99231000-6;HDI  (EX. MAGALLANES);7;GPHW 65;SSANGYONG;REXTON 2.0;2014;GRIS OSCURO;2;3;1;08-11-2016;3800
99231000-6;HDI  (EX. MAGALLANES);7;GPJK 99;SUZUKI;GRAND NOMADE GLX SPORT 2.4 A;2014;PLATEADO;2;3;1;15-11-2016;3650
99231000-6;HDI  (EX. MAGALLANES);1;GPKV 60;CHEVROLET;SAIL LT 1.4;2014;PLATEADO PLATA;2;3;1;28-11-2016;2300
99231000-6;HDI  (EX. MAGALLANES);1;GPPC 60;AUDI;A3 1.4 AUT;2014;NEGRO PHANTOM;2;3;1;21-11-2016;7336
99231000-6;HDI  (EX. MAGALLANES);1;GPRH 75;MITSUBISHI;MIRAGE GLX 1.2;2014;GRIS GRAFITO MICA;2;3;1;08-11-2016;2150
99231000-6;HDI  (EX. MAGALLANES);2;GPTF 20;NISSAN;TERRANO DX D CAB 2.4;2014;BLANCO;2;3;1;14-11-2016;3000
99231000-6;HDI  (EX. MAGALLANES);7;GSHK 56;NISSAN;QASHQAI AUT;2014;BLANCO;2;3;1;08-11-2016;3950
99231000-6;HDI  (EX. MAGALLANES);2;GSPP 13;CHEVROLET;TRUCKER;2014;BLANCO;2;3;1;20-10-2016;4250
99231000-6;HDI  (EX. MAGALLANES);1;GTCH 47;NISSAN;TIIDA 1.6;2014;PLATEADO PLATA;2;3;1;08-11-2016;2550
99231000-6;HDI  (EX. MAGALLANES);1;GTCV 58;RENAULT;NEW FLUENCE AUTHENTIQUE 2.0;2014;ROJO ORIENTE;2;3;1;14-11-2016;3268
99231000-6;HDI  (EX. MAGALLANES);1;GTDS 50;OPEL;CORSA 1.4;2014;PLATEADO SOVEREIGN S;2;3;1;14-11-2016;1350
99231000-6;HDI  (EX. MAGALLANES);1;GTRV 28;SUZUKI;ALTO GL HB 800CC;2014;AZUL PERLADO;2;3;1;28-11-2016;1700
99231000-6;HDI  (EX. MAGALLANES);7;GTWW 56;FIAT;FIORINO CITY 1.2;2014;BLANCO BANCHISA;1;1;1;25-10-2016;480
99231000-6;HDI  (EX. MAGALLANES);7;GTXZ 39;LIFAN;X60 EX 1.8;2014;PLATEADO SILVER;2;3;1;15-11-2016;3400
99231000-6;HDI  (EX. MAGALLANES);7;GTYF 97;RENAULT;DUSTER DYNAMIQUE 4X4 2.0;2014;GRIS COMET;2;3;1;29-11-2016;4700
99231000-6;HDI  (EX. MAGALLANES);2;GVLP 11;GREAT WALL;WINGLE  5;2014;NEGRO;2;3;1;01-09-2016;400
99231000-6;HDI  (EX. MAGALLANES);1;GVYR 32;MITSUBISHI;L200;2014;ROJO;2;3;1;20-10-2016;5400
99231000-6;HDI  (EX. MAGALLANES);1;GWVZ 58;SUZUKI;SX4 GLX HB 1.6;2015;BLANCO PERLA;2;3;1;21-11-2016;3834
99231000-6;HDI  (EX. MAGALLANES);1;GXBV 21;SUZUKI;ALTO;2015;BLANCO;2;3;1;23-11-2016;1310
99231000-6;HDI  (EX. MAGALLANES);2;GXSL 92;HYUNDAI;TUCSON;2015;GRIS;2;3;1;29-09-2016;6100
99231000-6;HDI  (EX. MAGALLANES);1;GYCR 66;KIA MOTORS;MORNING EX 1.2;2015;NEGRO GALAXIA;2;3;1;07-11-2016;2400
99231000-6;HDI  (EX. MAGALLANES);1;GYHP 32;SUZUKI;SWIFT SPORT HB 1.6;2015;ROJO;2;3;1;25-10-2016;4550
99231000-6;HDI  (EX. MAGALLANES);2;GYLT 93;NISSAN;X TRAIL 2.5 AUT;2015;VERDE OSCURO;2;3;1;20-10-2016;5600
99231000-6;HDI  (EX. MAGALLANES);4;GYPW 41;MERCEDES BENZ;VITO 110 CDI;2015;BLANCO;2;3;1;22-11-2016;4900
99231000-6;HDI  (EX. MAGALLANES);1;GYRX 36;KIA MOTORS;MORNING EX 1.2;2015;PLATEADO TITANIO;2;3;1;15-11-2016;2000
99231000-6;HDI  (EX. MAGALLANES);1;GYXC 70;KIA MOTORS;RIO 3EX 1.4;2015;AZUL DEEP;2;3;1;22-11-2016;4150
99231000-6;HDI  (EX. MAGALLANES);2;GYXG 11;GREAT WALL;WINGLE;2015;PLATEADO PLATA;2;3;1;09-11-2016;910
99231000-6;HDI  (EX. MAGALLANES);3;GZKH 81;INTERNATIONAL;PROSTAR;2015;AMARILLO;2;3;1;08-11-2016;31000
99231000-6;HDI  (EX. MAGALLANES);7;GZLJ 45;CHEVROLET;N300 MAX VAN 1.2;2015;BLANCO;2;3;1;15-11-2016;1700
99231000-6;HDI  (EX. MAGALLANES);1;GZLT 14;CHEVROLET;SPARK LITE 1.0;2015;GRIS TITANIO;2;3;1;15-11-2016;1650
99231000-6;HDI  (EX. MAGALLANES);7;GZSJ 59;MITSUBISHI;OUTLANDER GLX 4X4;2015;GRIS GRAFITO;2;3;1;28-11-2016;4050
99231000-6;HDI  (EX. MAGALLANES);2;HBKP 40;MITSUBISHI;L200 WORK CR 2.5;2015;GRIS PLATA;2;3;1;14-11-2016;4300
99231000-6;HDI  (EX. MAGALLANES);1;HBLR 37;MAZDA;NEW 3 2.0;2015;GRIS GRAFITO;2;3;1;14-11-2016;4700
99231000-6;HDI  (EX. MAGALLANES);1;HBLZ 41;CHEVROLET;SPARK;2015;PLATEADO PLATA METAL;2;3;1;23-11-2016;2200
99231000-6;HDI  (EX. MAGALLANES);7;HBYV 58;FORD;EXPLORER XLT 3.5 AUT;2015;BLANCO OXFORD;2;3;1;22-11-2016;8650
99231000-6;HDI  (EX. MAGALLANES);1;HCBB 25;SUZUKI;ALTO DLX 800CC;2015;AZUL PERLADO;2;3;1;22-11-2016;2100
99231000-6;HDI  (EX. MAGALLANES);1;HCDL 28;CHEVROLET;SAIL 1.4;2015;PLATEADO PLATA;2;3;1;03-11-2016;2900
99231000-6;HDI  (EX. MAGALLANES);7;HCHV 74;OPEL;ANTARA COSMO AWD 2.2 AUT;2015;BLANCO SUMMIT WHITE;2;3;1;08-11-2016;4500
99231000-6;HDI  (EX. MAGALLANES);7;HCLG 96;SUZUKI;GRAND VITARA GLX SPORT 4X4 2;2015;BLANCO PERLA;2;3;1;03-11-2016;4400
99231000-6;HDI  (EX. MAGALLANES);2;HCPB 59;HYUNDAI;PORTER HR 2.5;2015;BLANCO;2;3;1;21-11-2016;3800
99231000-6;HDI  (EX. MAGALLANES);2;HCYR 75;MAZDA;BT 50 DCAB SDX 2.2;2015;GRIS;2;3;1;25-10-2016;5800
99231000-6;HDI  (EX. MAGALLANES);1;HDFZ 19;PEUGEOT;308 GTI;2016;BLANCO NACARADO;2;3;1;21-11-2016;9299
99231000-6;HDI  (EX. MAGALLANES);2;HDJD 99;SSANGYONG;ACTYON SPORT 2.0;2015;PLATEADO;2;3;1;28-11-2016;3800
99231000-6;HDI  (EX. MAGALLANES);1;HDLS 14;CHEVROLET;SPARK LITE 1.0;2015;PLATEADO PLATA METAL;2;3;1;03-11-2016;2600
99231000-6;HDI  (EX. MAGALLANES);7;HDPS 28;CHEVROLET;TAHOE LT 4WD 5.3;2015;AMARILLO CHAMPAÑA ME;2;3;1;03-11-2016;15300
99231000-6;HDI  (EX. MAGALLANES);1;HDTC 72;CHEVROLET;AVEO LT 1.4;2015;AZUL CLARO MET;2;3;1;21-11-2016;3700
99231000-6;HDI  (EX. MAGALLANES);7;HDYG 34;FORD;ECOSPORT TITANIUM 1.6;2015;GRIS METALICO;2;3;1;22-11-2016;3750
99231000-6;HDI  (EX. MAGALLANES);1;HFDD 73;OPEL;CORSA ENJOY HB 1.4;2015;BLANCO CASA BLANCA;1;1;1;21-11-2016;300
99231000-6;HDI  (EX. MAGALLANES);1;HFDP 44;KIA MOTORS;RIO 4 EX 1.4;2015;BLANCO INVIERNO;2;3;1;22-11-2016;2400
99231000-6;HDI  (EX. MAGALLANES);1;HFKJ 44;CHEVROLET;CORSA ENJOY HB FULL 1,4;2015;GRIS PHANTOM GREY;2;3;1;07-11-2016;4604
99231000-6;HDI  (EX. MAGALLANES);7;HFTR 56;NISSAN;QASHQAI ADVANCE 2.0;2015;ROJO MAGNETICO;2;3;1;08-11-2016;4800
99231000-6;HDI  (EX. MAGALLANES);7;HFYY 35;MAZDA;CX 5 R 4X4 2.0 AT;2015;GRIS GRAFITO;2;3;1;08-11-2016;7100
99231000-6;HDI  (EX. MAGALLANES);1;HGBB 88;CHEVROLET;SPARK LITE 800;2015;BLANCO;2;3;1;08-11-2016;1900
99231000-6;HDI  (EX. MAGALLANES);1;HGPR 65;CHEVROLET;AVEO III LS HB 1.4;2015;BLANCO;2;3;1;08-11-2016;3050
99231000-6;HDI  (EX. MAGALLANES);1;HGTH 88;NISSAN;MARCH SPORT SENSE 1.6;2015;GRIS;2;3;1;03-11-2016;2700
99231000-6;HDI  (EX. MAGALLANES);7;HGZW 60;SUZUKI;GRAND VITARA GLX SPORT 4X4 1.6;2015;BLANCO PERLA;2;3;1;28-11-2016;4200
99231000-6;HDI  (EX. MAGALLANES);1;HHHB 49;MAZDA;NEW 3 SPORT 2.0;2015;PLATEADO;2;3;1;14-11-2016;3500
99231000-6;HDI  (EX. MAGALLANES);2;HHLG 64;SSANGYONG;ACTYON SPORT 2.0;2015;GRIS GRAFITO;2;3;1;15-11-2016;6800
99231000-6;HDI  (EX. MAGALLANES);7;HHLK 46;NISSAN;QASHQAI SENSE 2.0;2015;NEGRO PERLA;2;3;1;22-11-2016;6000
99231000-6;HDI  (EX. MAGALLANES);1;HJBR 90;PEUGEOT;301 ALLURE HDI 1.6;2015;BEIGE NOCCIOLA;2;3;1;22-11-2016;4300
99231000-6;HDI  (EX. MAGALLANES);2;HJKH 98;TATA MOTORS;XENON LHD 2.2;2015;NEGRO CUARZO;2;3;1;29-11-2016;1950
99231000-6;HDI  (EX. MAGALLANES);7;HJPC 57;HYUNDAI;TUCSON FL GL 2.0;2015;GRIS;2;3;1;03-11-2016;6700
99231000-6;HDI  (EX. MAGALLANES);7;HJVY 99;RENAULT;CAPTUR EXPRESSION 1.5;2015;GRIS PLATINO;2;3;1;03-11-2016;3900
99231000-6;HDI  (EX. MAGALLANES);2;HJZC 92;CHEVROLET;N300;2015;BLANCO;2;3;1;20-10-2016;2050
99231000-6;HDI  (EX. MAGALLANES);2;HKBG 53;TATA;XENON LHD 4X4 2.2;2015;ROJO MINERAL;2;3;1;21-11-2016;3658
99231000-6;HDI  (EX. MAGALLANES);1;HKGR 19;OPEL;CORSA ENJOY HB 1.4;2016;ROJO MAGMA RED;2;3;1;21-11-2016;2700
99231000-6;HDI  (EX. MAGALLANES);1;HKHR 91;SUZUKI;CELERIO;2015;BLANCO PERLA;2;3;1;09-11-2016;3500
99231000-6;HDI  (EX. MAGALLANES);7;HKPS 60;AUDI;Q3 TFSI 1.4;2016;NEGRO MITOS METALICO;2;3;1;28-11-2016;7800
99231000-6;HDI  (EX. MAGALLANES);1;HKRL 63;CITROEN;C ELYSEE  VTI 1.6;2016;GRIS ALUMINIUM;2;3;1;03-11-2016;3650
99231000-6;HDI  (EX. MAGALLANES);1;HKWH 20;PEUGEOT;208 GTI 1.6;2016;NEGRO PERLA NERA;2;3;1;14-11-2016;2000
99231000-6;HDI  (EX. MAGALLANES);2;HLKF 82;FIAT;STRADA ADVENTURE 1.6;2016;VERDE SAVAGE;2;3;1;20-10-2016;2400
99231000-6;HDI  (EX. MAGALLANES);7;HLKZ 76;DODGE;JOURNEY 2.4 AUT;2016;GRIS PLATA;2;3;1;28-11-2016;4000
99231000-6;HDI  (EX. MAGALLANES);1;HLRB 78;BMW;120I LCI 1.6 AUT;2016;BLANCO;2;3;1;28-11-2016;8595
99231000-6;HDI  (EX. MAGALLANES);7;HLSV 39;KIA MOTORS;GRAND CARNIVAL EX 2.2;2016;BLANCO INVIERNO;2;3;1;22-11-2016;10300
99231000-6;HDI  (EX. MAGALLANES);7;HLWV 55;CHERY;TIGGO 1.6;2016;BLANCO TECHO NEGRO;2;3;1;08-11-2016;3250
99231000-6;HDI  (EX. MAGALLANES);7;HPDB 14;MITSUBISHI;MONTERO SPORT G2 2.5;2016;GRIS GRAFITO;2;3;1;08-11-2016;10600
99231000-6;HDI  (EX. MAGALLANES);1;HPKF 18;FIAT;500 1.4 AUT;2016;ROJO CORSA;2;3;1;08-11-2016;4450
99231000-6;HDI  (EX. MAGALLANES);7;HPWW 44;HYUNDAI;TUCSON GL 2.0;2016;GRIS GRAFITO;2;3;1;15-11-2016;4100
99231000-6;HDI  (EX. MAGALLANES);7;HRFP 87;FORD;ESCAPE 2.0;2016;GRIS PLATA;2;3;1;03-11-2016;8000
99231000-6;HDI  (EX. MAGALLANES);1;HRHY 24;KIA MOTORS;MORNING EX 1.0;2016;ROJO SIGNAL;2;3;1;08-11-2016;2050
99231000-6;HDI  (EX. MAGALLANES);1;HRJG 37;KIA MOTORS;RIO 4 EX 1.4 AUT;2016;PLATEADO PLATA BRILL;2;3;1;21-11-2016;5082
99231000-6;HDI  (EX. MAGALLANES);1;HRJH 86;KIA MOTORS;RIO 4 EX 1.4;2016;GRIS PLATINADO;2;3;1;21-11-2016;5170
99231000-6;HDI  (EX. MAGALLANES);2;HSHT 37;MAHINDRA;NEW PIK UP XL D CAB 4X4 2.2;2016;ROJO;2;3;1;15-11-2016;2900
99231000-6;HDI  (EX. MAGALLANES);7;HSRL 93;PEUGEOT;3008 ALLURE BLUE HDI 1.6;2016;GRIS ALUMINIUM;2;3;1;03-11-2016;6150
99231000-6;HDI  (EX. MAGALLANES);1;HSSK 35;MG;3 STD 1.5;2016;PLATEADO;2;3;1;15-11-2016;2000
99231000-6;HDI  (EX. MAGALLANES);1;HSSP 98;NISSAN;MARCH ACTIVE 1.6;2016;NEGRO;2;3;1;22-11-2016;3500
99231000-6;HDI  (EX. MAGALLANES);1;HSVF 16;FIAT;UNO WAY 1.4;2016;GRIS BARI;2;3;1;22-11-2016;1600
99231000-6;HDI  (EX. MAGALLANES);2;HSVW 84;MITSUBISHI;L200 WORK DCAB 2.4;2016;BLANCO FAIRY;2;3;1;14-11-2016;7707
99231000-6;HDI  (EX. MAGALLANES);1;HTDX 53;MAZDA;NEW 2 1.5;2016;BLANCO;2;3;1;14-11-2016;5250
99231000-6;HDI  (EX. MAGALLANES);2;HTFL 93;NISSAN;QASHQAI;2016;AZUL TINTA;2;3;1;20-10-2016;5300
99231000-6;HDI  (EX. MAGALLANES);1;HTKW 12;PEUGEOT;301 ACTIVE HDI 1.6;2016;BEIGE NOCCIOLA;2;3;1;21-11-2016;3000
99231000-6;HDI  (EX. MAGALLANES);1;HTRR 82;CHEVROLET;SPARK;2016;BLANCO;2;3;1;29-09-2016;2800
99231000-6;HDI  (EX. MAGALLANES);2;HTSW 90;CHEVROLET;NEW ACTYON SPORT 2.0;2015;PLATEADO;2;3;1;28-11-2016;6000
99231000-6;HDI  (EX. MAGALLANES);1;HTWB 73;HYUNDAI;ACCENT 1.4;2016;AZUL;2;3;1;28-11-2016;4000
99231000-6;HDI  (EX. MAGALLANES);1;HVCH 91;OPEL;CORSA;2016;NEGRO CARBON FLASH;2;3;1;09-11-2016;3800
99231000-6;HDI  (EX. MAGALLANES);1;HVDC 16;MG;3 1.5;2016;AZUL;2;3;1;03-11-2016;3400
99231000-6;HDI  (EX. MAGALLANES);1;HVDP 18;MG;3 STD 1.5;2016;AZUL;2;3;1;21-11-2016;2525
99231000-6;HDI  (EX. MAGALLANES);1;HVPG 61;MAZDA;NEW 3;2016;PLATEADO;2;3;1;09-11-2016;8500
99231000-6;HDI  (EX. MAGALLANES);2;HVRL 16;FORD;RANGER XLT 4X4 3.2;2016;BLANCO;2;3;1;29-11-2016;5000
99231000-6;HDI  (EX. MAGALLANES);1;HWBD 40;SUZUKI;GRAND VITARA GLX SPORT 4X4 2.4;2016;PLATEADO PLATA;2;3;1;21-11-2016;3100
99231000-6;HDI  (EX. MAGALLANES);1;HWDL 98;MERCEDES BENZ;CLA220 CDI AUT;2016;GRIS;2;3;1;14-11-2016;15024
99231000-6;HDI  (EX. MAGALLANES);1;HWLF 58;SUZUKI;CELERIO GLX SPORT HB 1.0 AUT;2016;GRIS METALICO;2;3;1;03-11-2016;2300
99231000-6;HDI  (EX. MAGALLANES);7;HWLH 26;JAC;S3 1.5;2016;BLANCO;2;3;1;03-11-2016;2500
99231000-6;HDI  (EX. MAGALLANES);7;HWLR 44;FIAT;500X 1.6;2016;NEGRO;2;3;1;22-11-2016;4450
99231000-6;HDI  (EX. MAGALLANES);1;HWPD 87;SUZUKI;CELERIO GLX 1.0;2016;AZUL METALICO;2;3;1;08-11-2016;1600
99231000-6;HDI  (EX. MAGALLANES);7;HYDL 24;CHERY;TIGGO DVVT 1.6;2016;NEGRO METALIZADO;2;3;1;22-11-2016;2000
99231000-6;HDI  (EX. MAGALLANES);7;HYFB 88;SUZUKI;GRAND NOMADE GLX SPORT 2.4;2016;NEGRO;2;3;1;28-11-2016;5000
99231000-6;HDI  (EX. MAGALLANES);2;HYFJ 40;MITSUBISHI;NEW L200 KATANA CRT 4X4 2.4;2016;BLANCO FAIRY;2;3;1;28-11-2016;6400
99231000-6;HDI  (EX. MAGALLANES);1;HYKF 51;SUZUKI;SWIFT;2016;ROJO PERLADO;2;3;1;09-11-2016;1510
99231000-6;HDI  (EX. MAGALLANES);2;HYRK 93;MITSUBISHI;NEW L200 DAKAR 4X4 2.4;2016;BLANCO PERLA;2;3;1;20-10-2016;9700
99231000-6;HDI  (EX. MAGALLANES);1;HYSL 84;FIAT;UNO WAY 1.4;2016;NEGRO  VESUVIO;2;3;1;14-11-2016;3300
99231000-6;HDI  (EX. MAGALLANES);1;HYSV 40;PEUGEOT;308 ALLURE  BLUE HDI 1.6;2016;ROJO ULTIMATE;2;3;1;14-11-2016;3600
